paper_id,source,cell_type,original_symbol,old_decision,gate1_status,new_decision,action,marker_id,reason
DOI_10.1016_j.cell.2022.11.005,A_exclude,tuft cells,POU2F3,exclude,pass,include,appended,M00584,POU2F3 is labeled as a rare cell type marker for tuft cells.
DOI_10.1016_j.cell.2022.11.005,A_exclude,vascular smooth muscle cell,NTN4,exclude,pass,include,appended,M00585,NTN4 is part of the vSMC1 marker definition.
DOI_10.1016_j.cell.2022.11.005,A_exclude,vascular smooth muscle cell,NTRK3,exclude,pass,include,appended,M00586,NTRK3 is part of the vSMC1 marker definition.
DOI_10.1016_j.cell.2022.11.005,A_exclude,vascular smooth muscle cell,PLN,exclude,pass,include,appended,M00587,Absence of PLN is part of the vSMC1 marker definition.
DOI_10.1016_j.cell.2022.11.005,new_finding,vascular smooth muscle cell,NTN4,never_reported,pass,include,appended,M00588,NTN4 is part of the vSMC2 marker definition.
DOI_10.1016_j.cell.2022.11.005,new_finding,vascular smooth muscle cell,NTRK3,never_reported,pass,include,appended,M00589,NTRK3 is part of the vSMC2 marker definition.
DOI_10.1016_j.cell.2022.11.005,new_finding,vascular smooth muscle cell,PLN,never_reported,pass,include,appended,M00590,PLN positivity is part of the vSMC2 marker definition.
DOI_10.1016_j.cell.2022.11.005,new_finding,vascular smooth muscle cells,NDUF4AL2,never_reported,pass,include,appended,M00591,NDUFA4L2 is used as a positive vascular smooth muscle cell marker in spatial imaging.
DOI_10.1016_j.cell.2022.11.005,A_exclude,vascular smooth muscle cells,NTN4,exclude,pass,include,appended,M00592,NTN4 is used to mark vSMC1 in spatial imaging.
DOI_10.1016_j.cell.2022.11.005,A_exclude,vascular smooth muscle cells,PLN,exclude,pass,include,appended,M00593,PLN negativity is used to mark vSMC1.
DOI_10.1016_j.cell.2022.11.005,A_exclude,venous endothelial cell,ACKR3,exclude,pass,include,appended,M00594,ACKR3 is part of the venous EC marker definition.
DOI_10.1016_j.cell.2022.11.005,A_exclude,venous endothelial cell,HDAC9,exclude,pass,include,appended,M00595,HDAC9 is part of the venous EC marker definition.
DOI_10.1016_j.cell.2022.11.005,A_exclude,venous endothelial cell,PVLAP,exclude,pass,include,appended,M00596,PLVAP is the standard symbol for the venous EC marker written as PVLAP.
DOI_10.1016_j.cell.2022.11.005,A_exclude,venous endothelial cells,ACKR3,exclude,pass,include,appended,M00597,ACKR3 is labeled as a venous endothelial cell marker.
DOI_10.1016_j.healun.2026.02.1666,A_exclude,endothelial cell,VE-Cadherin,exclude,pass,include,appended,M00598,"VE-Cadherin (CDH5) is used to define VE-Cadherin+ cells as the endothelial cell population in immunofluorescence and to assess endothelial injury, satisfying marker identity and identification/classif"
DOI_10.1016_j.healun.2026.02.1666,A_exclude,myofibroblast,ACTA2,exclude,pass,include,appended,M00599,Author explicitly labels ACTA2 as a myofibroblast marker and uses myofibroblast marker gene signatures to classify/score the myofibroblast state in fibroblast and VSM cells; the previous scope-based e
DOI_10.1016_j.healun.2026.02.1666,A_exclude,myofibroblast,TAGLN,exclude,pass,include,appended,M00600,TAGLN is explicitly presented as a myofibroblast marker and participates in the same myofibroblast-state scoring/classification as ACTA2; the previous scope-based exclusion is not valid under the curr
DOI_10.1038_s44318-024-00328-6,A_exclude,Alveolar type 1 cell (AT1),AGER,exclude,pass,include,appended,M00601,AGER is explicitly designated an AT1 fate/lineage marker and used to identify AT1-like cells.
DOI_10.1038_s44318-024-00328-6,A_exclude,Alveolar type 1 cell (AT1),AQP5,exclude,pass,include,appended,M00602,AQP5 is explicitly designated an AT1 fate marker and used to identify AT1-like differentiated cells.
DOI_10.1038_s44318-024-00328-6,A_exclude,Alveolar type 1 cell (AT1),CAV1,exclude,pass,include,appended,M00603,CAV1 is explicitly designated an AT1 fate/lineage marker and used to identify AT1-like cells in vitro and in PCLS explants.
DOI_10.1038_s44318-024-00328-6,A_exclude,Alveolar type 2 (AT2) cells,ABCA3,exclude,pass,include,appended,M00604,ABCA3 is explicitly designated a surfactant production-associated AT2 marker and confirmed as an AT2 lineage marker by RT-qPCR (Fig.EV1E).
DOI_10.1038_s44318-024-00328-6,A_exclude,Alveolar type 2 (AT2) cells,E-cadherin,exclude,pass,include,appended,M00605,E-cadherin is explicitly listed as a typical AT2 marker used to identify fdAT2 organoid cells as AT2; normalized to the gene symbol CDH1.
DOI_10.1038_s44318-024-00328-6,A_exclude,Alveolar type 2 (AT2) cells,HOPX,exclude,pass,include,appended,M00606,HOPX is explicitly designated a typical AT2 lineage marker used to identify AT2 cells.
DOI_10.1038_s44318-024-00328-6,A_exclude,Alveolar type 2 (AT2) cells,LAMP3,exclude,pass,include,appended,M00607,LAMP3 is explicitly designated a surfactant production-associated AT2 marker and validated as an AT2 lineage marker by RT-qPCR (Fig.EV1E).
DOI_10.1038_s44318-024-00328-6,A_exclude,Alveolar type 2 (AT2) cells,NAPSA,exclude,pass,include,appended,M00608,NAPSA is explicitly presented as a surfactant production-associated AT2 marker and shown as an AT2 lineage marker in Fig.1J UMAP.
DOI_10.1038_s44318-024-00328-6,A_exclude,Alveolar type 2 (AT2) cells,SFTPB,exclude,pass,include,appended,M00609,"SFTPB is explicitly labeled a surfactant production-associated marker and AT2 lineage marker (Fig.1J UMAP), used to characterize/identify AT2 cells."
DOI_10.1038_s44318-024-00328-6,A_exclude,Alveolar type 2 (AT2) cells,SFTPC,exclude,pass,include,appended,M00610,SFTPC is explicitly presented as an AT2/mature AT2 marker and used to identify fdAT2 organoid cells as AT2; Fig.1J UMAP shows SFTPC as an AT2 lineage marker supporting scRNA-seq manual annotation (Met
DOI_10.1038_s44318-024-00328-6,A_exclude,Alveolar type 2 cell (AT2),SFTPC,exclude,pass,include,appended,M00611,SFTPC is explicitly called a canonical AT2 marker and is used to classify cells as AT2-like in the scRNA-seq analysis.
DOI_10.1038_s44318-024-00328-6,A_exclude,AT2-like (fdAT2 organoid cells),ABCA3,exclude,pass,include,appended,M00612,ABCA3 is explicitly an AT2-associated marker and confirmed as an AT2 lineage marker in Fig.EV1E.
DOI_10.1038_s44318-024-00328-6,A_exclude,AT2-like (fdAT2 organoid cells),E-cadherin,exclude,pass,include,appended,M00613,E-cadherin is explicitly called a typical AT2 marker; normalized to CDH1.
DOI_10.1038_s44318-024-00328-6,new_finding,AT2-like (fdAT2 organoid cells),CEACAM6,never_reported,pass,include,appended,M00614,CEACAM6 is explicitly listed as an AT2 lineage marker in the UMAP feature plots used for cluster annotation.
DOI_10.1038_s44318-024-00328-6,A_exclude,AT2-like (fdAT2 organoid cells),CXCL1,exclude,pass,include,appended,M00615,CXCL1 is shown on a UMAP plot and is the defining chemokine for the CXCL+ AT2-like subpopulation; the cluster is named after CXCL expression.
DOI_10.1038_s44318-024-00328-6,A_exclude,AT2-like (fdAT2 organoid cells),HOPX,exclude,pass,include,appended,M00616,HOPX is explicitly designated a typical AT2 marker and shown as an AT2 lineage marker in Fig.EV2B.
DOI_10.1038_s44318-024-00328-6,A_exclude,AT2-like (fdAT2 organoid cells),LAMP3,exclude,pass,include,appended,M00617,LAMP3 is explicitly an AT2-associated marker used to characterize/identify AT2-like organoid cells.
DOI_10.1038_s44318-024-00328-6,new_finding,AT2-like (fdAT2 organoid cells),LPCAT1,never_reported,pass,include,appended,M00618,LPCAT1 is explicitly listed as an AT2 lineage marker in the UMAP feature plots used for cluster annotation.
DOI_10.1038_s44318-024-00328-6,A_exclude,AT2-like (fdAT2 organoid cells),NASPA,exclude,pass,include,appended,M00619,"'NASPA' in the figure legend is a typo for NAPSA (Napsin-A), a canonical AT2 lineage marker shown on the UMAP plot."
DOI_10.1038_s44318-024-00328-6,new_finding,AT2-like (fdAT2 organoid cells),NKX2-1,never_reported,pass,include,appended,M00620,"NKX2-1 is explicitly designated an AT2 lineage marker in Fig.EV2B and Fig.EV1E; scRNA-seq clusters were manually annotated based on marker gene expression, supporting AT2 cluster identification."
DOI_10.1038_s44318-024-00328-6,A_exclude,AT2-like (fdAT2 organoid cells),SFTPA1,exclude,pass,include,appended,M00621,SFTPA1 is shown as an AT2 lineage marker on UMAP plots used for AT2-like cluster annotation.
DOI_10.1038_s44318-024-00328-6,A_exclude,AT2-like (fdAT2 organoid cells),SFTPB,exclude,pass,include,appended,M00622,SFTPB is shown as an AT2 lineage marker on UMAP plots supporting AT2-like cluster annotation.
DOI_10.1038_s44318-024-00328-6,A_exclude,AT2-like (fdAT2 organoid cells),SFTPC,exclude,pass,include,appended,M00623,SFTPC is shown as an AT2 lineage marker on UMAP plots used for scRNA-seq manual annotation of AT2-like clusters.
DOI_10.1038_s44318-024-00328-6,new_finding,AT2-like (fdAT2 organoid cells),SLC34A2,never_reported,pass,include,appended,M00624,SLC34A2 is explicitly listed as an AT2 lineage marker in the UMAP feature plots used for cluster annotation.
DOI_10.1038_s44318-024-00328-6,new_finding,CXCL+ AT2-like cells,CXCL2,never_reported,pass,include,appended,M00625,CXCL2 is a CXC chemokine ligand shown on UMAP and is part of the chemokine signature used to name the CXCL+ AT2-like cluster.
DOI_10.1038_s44318-024-00328-6,new_finding,CXCL+ AT2-like cells,CXCL3,never_reported,pass,include,appended,M00626,CXCL3 is a CXC chemokine ligand shown on UMAP and contributes to the chemokine signature used to name the CXCL+ AT2-like cluster.
DOI_10.1038_s44318-024-00328-6,A_exclude,EpCAM+ epithelial cells,EpCAM,exclude,pass,include,appended,M00627,EpCAM is used to isolate and name 'EpCAM+ epithelial cells'; the population is defined/classified by EpCAM positivity.
DOI_10.1038_s44318-024-00328-6,A_exclude,fdAT2 organoids (alveolar type 2-like),SFTPC,exclude,pass,include,appended,M00628,fdAT2 organoids are defined/identified by SFTPC-GFP expression; SFTPC is the canonical AT2 marker used throughout the study to identify AT2-like organoid cells.
DOI_10.1038_s44318-024-00328-6,A_exclude,Fetal tip progenitor,SOX9,exclude,pass,include,appended,M00629,SOX9 is explicitly declared a fetal tip progenitor marker and used to define tip progenitor identity (its absence helps confirm AT2 differentiation).
DOI_10.1038_s44318-024-00328-6,A_exclude,proximal airway cells,SCGB3A2,exclude,pass,include,appended,M00630,"SCGB3A2-GFP is used to select and identify proximal airway (progenitor) cells, and the population is named 'SCGB3A2+ airway progenitors'."
DOI_10.1038_s44318-024-00328-6,A_exclude,tip progenitor cells,SFTPC,exclude,pass,include,appended,M00631,SFTPC promoter-driven GFP is used to select and identify tip progenitor cells that are AT2-committed; SFTPC thus serves as a marker for identification of this population.
DOI_10.1126_sciimmunol.adf9988,A_exclude,airway progenitors,SOX2,exclude,pass,include,appended,M00632,SOX2 阳性用于定义/识别 airway progenitors。
DOI_10.1126_sciimmunol.adf9988,A_exclude,airway progenitors,SOX9,exclude,pass,include,appended,M00633,SOX9 阴性用于定义/识别 airway progenitors 这一分化状态。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,CD5,exclude,pass,include,appended,M00634,CD5 用于区分 mature B 细胞亚群（CD5- 与 CD5+）。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,IGHM,exclude,pass,include,appended,M00635,IGHMhi 为 immature B 定义组合中的阳性 marker。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,IGLL1,exclude,pass,include,appended,M00636,作者明确将 IGLL1 称为 surrogate light chain 的 marker，并用于描述/识别 late pre-B 细胞。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,MKI67,exclude,pass,include,appended,M00637,MKI67 阴性用于定义 late pro-B 细胞亚群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,NEIL1,exclude,pass,include,appended,M00638,NEIL1 阳性用于定义 late pro-B 细胞亚群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,EBF1,exclude,pass,include,appended,M00639,EBF1 为 pre-pro-B 定义组合中的阳性 marker。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,IL7R,exclude,pass,include,appended,M00640,作者将 IL7R 称为 B cell marker，并描述其在 pre-pro-B 阶段开始获得，属于 B 细胞发育分期 marker。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,SPINK2,exclude,pass,include,appended,M00641,SPINK2 为 pre-pro-B 定义组合中的阳性 marker。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,VPREB1,exclude,pass,include,appended,M00642,VPREB1 为 pre-pro-B 定义组合中的阳性 marker。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,DNTT,exclude,pass,include,appended,M00643,DNTT 为 pro-B 细胞的定义 marker。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,MS4A1,exclude,pass,include,appended,M00644,MS4A1 阳性用于定义 pro-B/pre-B transition 细胞群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,RAG1,exclude,pass,include,appended,M00645,RAG1 阳性用于定义 pro-B/pre-B transition 细胞群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,BEST3,exclude,pass,include,appended,M00646,BEST3 与 RAG1 共同用于 RNAscope 识别 small pre-B 细胞。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,SPIB,exclude,pass,include,appended,M00647,SPIB 为 small pre-B 定义组合中的阳性 marker。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,IGKC,exclude,pass,include,appended,M00648,IGKC 阳性用于区分表达 kappa 轻链的 small pre-B 亚群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,IGLC2,exclude,pass,include,appended,M00649,IGLC2 阳性用于定义表达 lambda 轻链的 small pre-B 亚群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B cells,IGLC3,exclude,pass,include,appended,M00650,IGLC3 阳性用于定义表达 lambda 轻链的 small pre-B 亚群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B-1-like cells,CCL22,exclude,pass,include,appended,M00651,CCL22 为 B-1-like 细胞 marker 组合之一。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B-1-like cells,CCR10,exclude,pass,include,appended,M00652,CCR10 为 B-1-like 细胞 marker 组合之一。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B-1-like cells,CD27,exclude,pass,include,appended,M00653,CD27 为 B-1-like 细胞 marker 组合之一。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B-1-like cells,CD5,exclude,pass,include,appended,M00654,CD5 等被作者列为 mature CD5+ / B-1-like 细胞的 marker，并用于识别该群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,B-1-like cells,SPN,exclude,pass,include,appended,M00655,SPN (CD43) 为 B-1-like 细胞 marker 组合之一。
DOI_10.1126_sciimmunol.adf9988,A_exclude,basal cells,KRT5,exclude,pass,include,appended,M00656,作者明确将 KRT5 称为 basal cell marker，并在器官样分化实验/染色中用于识别 basal 细胞。
DOI_10.1126_sciimmunol.adf9988,A_exclude,basal cells,TP63,exclude,pass,include,appended,M00657,作者明确将 TP63 称为 basal cell marker，并在器官样分化实验/染色中用于识别 basal 细胞。
DOI_10.1126_sciimmunol.adf9988,A_exclude,CD31+ vasculature,CD31,exclude,pass,include,appended,M00658,CD31 阳性用于 IHC 中识别/勾画血管内皮结构。
DOI_10.1126_sciimmunol.adf9988,A_exclude,CD45+ immune cells,CD45,exclude,pass,include,appended,M00659,CD45 用于 IHC 定量识别免疫细胞并划分血管内外位置。
DOI_10.1126_sciimmunol.adf9988,A_exclude,CD68+ immune cells,CD68,exclude,pass,include,appended,M00660,CD68 用于 IHC 识别髓系/免疫细胞并定量组织驻留比例。
DOI_10.1126_sciimmunol.adf9988,A_exclude,ciliated cells,FOXJ1,exclude,pass,include,appended,M00661,作者明确将 FOXJ1 称为纤毛细胞 marker，用于评估纤毛分化。
DOI_10.1126_sciimmunol.adf9988,new_finding,CMPs,MPO,never_reported,pass,include,appended,M00662,MPO 阳性用于 RNAscope 识别 CMPs，并参与 GMPs/promonocytes/promyelocytes 的 marker 组合。
DOI_10.1126_sciimmunol.adf9988,A_exclude,DC,CD123,exclude,pass,include,appended,M00663,CD123 阴性用于 FACS 门控定义 DC（排除 pDC）。
DOI_10.1126_sciimmunol.adf9988,A_exclude,DC,CD11c,exclude,pass,include,appended,M00664,CD11c 阳性为 FACS 分离 DC 的门控 marker。
DOI_10.1126_sciimmunol.adf9988,A_exclude,DC2 cells,CD1C,exclude,pass,include,appended,M00665,作者明确以 CD1C 作为 DC2 细胞 marker，并用于 IHC 识别 CD1C+ DC2 cells。
DOI_10.1126_sciimmunol.adf9988,A_exclude,distal epithelial tip progenitors,SOX2,exclude,pass,include,appended,M00666,作者明确 SOX2 为远端上皮尖端祖细胞 marker，并在类器官中用其判断尖端祖细胞状态/分化。
DOI_10.1126_sciimmunol.adf9988,A_exclude,distal epithelial tip progenitors,SOX9,exclude,pass,include,appended,M00667,SOX9 阳性用于定义远端上皮尖端祖细胞，并在空间/类器官实验中被用作该细胞群 marker。
DOI_10.1126_sciimmunol.adf9988,new_finding,epithelial cells,ECAD,never_reported,pass,include,appended,M00668,ECAD+ 在 IHC 中用于识别上皮组织，是上皮细胞的正式 marker，满足双重门槛。
DOI_10.1126_sciimmunol.adf9988,new_finding,epithelial cells,EPCAM,never_reported,pass,include,appended,M00669,EpCAM 染色用于识别上皮/界定 B 系细胞所在空间，是上皮 marker。
DOI_10.1126_sciimmunol.adf9988,new_finding,GMPs,ELANE,never_reported,pass,include,appended,M00670,ELANE 与 MPO 共同用于 RNAscope 识别 GMPs 细胞群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,HSCs,SMIM24,exclude,pass,include,appended,M00671,SMIM24 与 SPINK2 共同用于 RNAscope 识别可能的 HSCs。
DOI_10.1126_sciimmunol.adf9988,A_exclude,HSCs,SPINK2,exclude,pass,include,appended,M00672,SPINK2 与 SMIM24 共同用于 RNAscope 识别可能的 HSCs。
DOI_10.1126_sciimmunol.adf9988,A_exclude,ILCPs,HPN,exclude,pass,include,appended,M00673,作者明确以 HPN 作为 ILCP 簇的 marker 基因并用于识别该簇。
DOI_10.1126_sciimmunol.adf9988,A_exclude,ILCPs,SCN1B,exclude,pass,include,appended,M00674,作者明确以 SCN1B 作为 ILCP 簇的 marker 基因并用于识别该簇。
DOI_10.1126_sciimmunol.adf9988,A_exclude,immune cells,CD45,exclude,pass,include,appended,M00675,CD45 被用于 IHC/FACS 识别免疫细胞，并用于 scRNA-seq 前免疫细胞富集，满足 Marker 身份与注释/识别用途。
DOI_10.1126_sciimmunol.adf9988,A_exclude,interstitial macrophages,CD14,exclude,pass,include,appended,M00676,CD14 为胎儿 MΦ 间质巨噬细胞样表型 marker 组合之一。
DOI_10.1126_sciimmunol.adf9988,A_exclude,interstitial macrophages,CD36,exclude,pass,include,appended,M00677,CD36 为胎儿 MΦ 间质巨噬细胞样表型 marker 组合之一。
DOI_10.1126_sciimmunol.adf9988,A_exclude,interstitial macrophages,MRC1,exclude,pass,include,appended,M00678,MRC1 (CD206) 为胎儿 MΦ 间质巨噬细胞样表型 marker 组合之一。
DOI_10.1126_sciimmunol.adf9988,A_exclude,LMPP/ELP,CD34,exclude,pass,include,appended,M00679,CD34 用于定义 LMPP/ELP 细胞群（CD34+）。
DOI_10.1126_sciimmunol.adf9988,A_exclude,LMPP/ELP,EBF1,exclude,pass,include,appended,M00680,EBF1 阴性用于区分 LMPP/ELP 与更成熟的 B 系祖细胞，属于定义 marker。
DOI_10.1126_sciimmunol.adf9988,A_exclude,macrophages,CD14,exclude,pass,include,appended,M00681,CD14 被作者称为巨噬细胞/经典单核 marker，并在 FACS 门控及胎儿 MΦ 表型标记中用于识别巨噬细胞。
DOI_10.1126_sciimmunol.adf9988,A_exclude,macrophages,CD206,exclude,pass,include,appended,M00682,作者明确以 CD206 作为巨噬细胞 marker，并用于 IHC 识别 CD206+ macrophages。
DOI_10.1126_sciimmunol.adf9988,A_exclude,Macrophages,CD169,exclude,pass,include,appended,M00683,CD169 阴性用于 FACS 门控定义巨噬细胞。
DOI_10.1126_sciimmunol.adf9988,A_exclude,macrophages,APOE,exclude,pass,include,appended,M00684,APOE 阳性用于命名/识别 APOE+ macrophage 亚群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,macrophages,CXCL2,exclude,pass,include,appended,M00685,CXCL2 阳性用于命名/识别 CXCL2+ macrophage 亚群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,monocytes,CD14,exclude,pass,include,appended,M00686,CD14 阳性用于定义 pro-monocyte/monocyte 亚群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,monocytes,S100A12,exclude,pass,include,appended,M00687,S100A12hi/lo 用于定义单核细胞亚群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,MUC5AC+ early progenitors,MUC5AC,exclude,pass,include,appended,M00688,MUC5AC 阳性用于定义/识别早期分泌祖细胞群（MUC5AC+ early progenitors）。
DOI_10.1126_sciimmunol.adf9988,A_exclude,myeloid cells,CD68,exclude,pass,include,appended,M00689,作者用 CD68 表达定义/识别髓系细胞，用于 IHC 定量组织驻留免疫细胞。
DOI_10.1126_sciimmunol.adf9988,new_finding,neutrophils/monocytes,S100A9,never_reported,pass,include,appended,M00690,S100A9 与 S100A12 共同用于 RNAscope 识别中性粒/单核细胞。
DOI_10.1126_sciimmunol.adf9988,new_finding,promonocytes,S100A8,never_reported,pass,include,appended,M00691,S100A8 与 MPO 共同用于 RNAscope 识别 promonocytes。
DOI_10.1126_sciimmunol.adf9988,new_finding,promyelocytes,AZU1,never_reported,pass,include,appended,M00692,AZU1 与 MPO 共同用于 RNAscope 识别 promyelocytes。
DOI_10.1126_sciimmunol.adf9988,A_exclude,secretory cells,MUC5AC,exclude,pass,include,appended,M00693,作者明确将 MUC5AC 列为分泌细胞 marker，并在后续用于识别 MUC5AC+ 早期祖细胞。
DOI_10.1126_sciimmunol.adf9988,A_exclude,secretory cells,SCGB3A1,exclude,pass,include,appended,M00694,作者明确将 SCGB3A1 列为分泌细胞 marker，用于评估气道分泌分化。
DOI_10.1126_sciimmunol.adf9988,A_exclude,secretory cells,SCGB3A2,exclude,pass,include,appended,M00695,作者明确将 SCGB3A2 列为分泌细胞 marker，用于评估气道分泌分化。
DOI_10.1126_sciimmunol.adf9988,A_exclude,SOX9+ tip progenitors,SOX9,exclude,pass,include,appended,M00696,SOX9 阳性用于空间识别尖端祖细胞（SOX9+ tip progenitors）。
DOI_10.1126_sciimmunol.adf9988,A_exclude,T cells,CD4,exclude,pass,include,appended,M00697,CD4 用于流式/单细胞数据中定义 CD4+ T 细胞亚群，是正式 T 细胞 marker。
DOI_10.1126_sciimmunol.adf9988,A_exclude,T progenitors,PTCRA,exclude,pass,include,appended,M00698,PTCRA 作为 T progenitor 簇的阳性 marker 组合之一，用于识别该细胞群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,T progenitors,RAG1,exclude,pass,include,appended,M00699,RAG1 为 T progenitor 簇定义组合中的 marker，用于识别该群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,T progenitors,RAG2,exclude,pass,include,appended,M00700,RAG2 为 T progenitor 簇定义组合中的 marker，用于识别该群。
DOI_10.1126_sciimmunol.adf9988,A_exclude,TP63+ basal-fated airway cells,TP63,exclude,pass,include,appended,M00701,TP63 阳性用于标记/识别 basal-fated airway cells。
DOI_10.1038_s41591-023-02327-2,A_exclude,alveolar fibroblasts,CCL2,exclude,pass,include,appended,M00702,Authors describe an IPF-specific alveolar fibroblast cluster characterized by high expression of these genes and explicitly call them 'marker genes' for this state (Fig. 6h shows 'Expression of marker
DOI_10.1038_s41591-023-02327-2,A_exclude,alveolar fibroblasts,COL1A1,exclude,pass,include,appended,M00703,Same reasoning as CCL2: COL1A1 is a marker gene of the IPF-enriched cluster 0 shown in Fig. 6h. Marker identity and annotation use satisfied.
DOI_10.1038_s41591-023-02327-2,A_exclude,alveolar fibroblasts,CTHRC1,exclude,pass,include,appended,M00704,Same reasoning as CCL2: CTHRC1 is a marker gene of the IPF-enriched cluster 0 shown in Fig. 6h. Marker identity and annotation use satisfied.
DOI_10.1038_s41591-023-02327-2,A_exclude,alveolar fibroblasts,HIF1A,exclude,pass,include,appended,M00705,"Authors explicitly call HIF1A a fibrosis-associated marker of the IPF-specific cluster, shown in Fig. 6h. Marker identity and annotation use satisfied."
DOI_10.1038_s41591-023-02327-2,A_exclude,alveolar fibroblasts,MMP19,exclude,pass,include,appended,M00706,Same reasoning as CCL2: MMP19 is a marker gene of the IPF-enriched cluster 0 shown in Fig. 6h. Marker identity and annotation use satisfied.
DOI_10.1038_s41591-023-02327-2,A_exclude,alveolar fibroblasts,SERPINE1,exclude,pass,include,appended,M00707,"Authors explicitly call SERPINE1 a fibrosis-associated marker of the IPF-specific cluster, shown in Fig. 6h. Marker identity and annotation use satisfied."
DOI_10.1038_s41591-023-02327-2,new_finding,hematopoietic stem cells,CD34,never_reported,pass,include,appended,M00708,CD34 is part of the defining expression signature of hematopoietic stem cells. Marker identity and annotation use satisfied.
DOI_10.1038_s41591-023-02327-2,new_finding,hematopoietic stem cells,PRSS57,never_reported,pass,include,appended,M00709,PRSS57 is part of the defining expression signature of hematopoietic stem cells. Marker identity and annotation use satisfied.
DOI_10.1038_s41591-023-02327-2,new_finding,hematopoietic stem cells,SPINK2,never_reported,pass,include,appended,M00710,"Authors identify hematopoietic stem cells as a novel cell type within the HLCA and provide a defining expression signature: SPINK2, STMN, PRSS57, CD34. These genes are used to characterize/identify th"
DOI_10.1038_s41591-023-02327-2,new_finding,hematopoietic stem cells,STMN,never_reported,pass,include,appended,M00711,"STMN is part of the defining expression signature of hematopoietic stem cells. The symbol likely refers to STMN1 (stathmin 1), the gene expressed as 'STMN' in the paper. Marker identity and annotation"
DOI_10.1038_s41591-023-02327-2,new_finding,hillock-like epithelial cells,KRT13,never_reported,pass,include,appended,M00712,KRT13 is part of the defining expression signature of hillock-like epithelial cells. Marker identity and annotation use satisfied.
DOI_10.1038_s41591-023-02327-2,new_finding,hillock-like epithelial cells,KRT14,never_reported,pass,include,appended,M00713,KRT14 is part of the defining expression signature of hillock-like epithelial cells. Marker identity and annotation use satisfied.
DOI_10.1038_s41591-023-02327-2,new_finding,hillock-like epithelial cells,KRT6A,never_reported,pass,include,appended,M00714,"KRT6A is part of the defining expression signature of hillock-like epithelial cells, a novel cell type. Used for identification. Marker identity and annotation use satisfied."
DOI_10.1038_s41591-023-02327-2,A_exclude,ionocyte,FOXI1,exclude,pass,include,appended,M00715,Figure legend explicitly labels FOXI1 as the ionocyte marker and shows its expression in cells annotated as ionocytes. Marker identity and annotation use satisfied.
DOI_10.1038_s41591-023-02327-2,A_exclude,migratory DCs,CCL19,exclude,pass,include,appended,M00716,"CCL19 is explicitly labeled as a migratory DC marker gene in Extended Data Fig. 4a,b and used to identify this population. Marker identity and annotation use satisfied."
DOI_10.1038_s41591-023-02327-2,A_exclude,migratory DCs,CCR7,exclude,pass,include,appended,M00717,"Extended Data Fig. 4a,b explicitly shows expression of CCR7 as a migratory DC marker gene and uses it to distinguish migratory DCs from other DCs (violin plots). Marker identity and annotation use sat"
DOI_10.1038_s41591-023-02327-2,A_exclude,migratory DCs,LAD1,exclude,pass,include,appended,M00718,"LAD1 is explicitly labeled as a migratory DC marker gene in Extended Data Fig. 4a,b and used to identify this population. Marker identity and annotation use satisfied."
DOI_10.1038_s41591-023-02327-2,new_finding,migratory dendritic cells,CCR7,never_reported,pass,include,appended,M00719,"CCR7 is already in candidate list (index 1, 39), so not new. Remove."
DOI_10.1038_s41591-023-02327-2,new_finding,migratory dendritic cells,COL19,never_reported,pass,include,appended,M00720,"COL19 (likely COL19A1) is listed together with CCR7 and LAD1 as the defining expression signature of migratory dendritic cells, a newly identified cell type. The gene is used to characterize/identify "
