paper_id,cell_type,subtype,species,is_pns_cell,gene,evidence_level,source_section,source_context
DOI_10.1038_s41467_026_69587_7,CapEC RGS5+ FABP4hi,,human,false,FABP4,explicit,Fig.1d,The granular cell state 'CapEC RGS5+ FABP4hi' indicates that RGS5 and FABP4 are markers for this capillary endothelial cell subtype.
DOI_10.1038_s41467_026_69587_7,CapEC RGS5+ EDNRBhi,,human,false,RGS5,explicit,Fig.1d,The granular cell state 'CapEC RGS5+ EDNRBhi' indicates that RGS5 and EDNRB are markers for this capillary endothelial cell subtype.
DOI_10.1038_s41467_026_69587_7,CapEC RGS5+ EDNRBhi,,human,false,EDNRB,explicit,Fig.1d,The granular cell state 'CapEC RGS5+ EDNRBhi' indicates that RGS5 and EDNRB are markers for this capillary endothelial cell subtype.
DOI_10.1038_s41467_026_69587_7,CapEC RGS5+ INSR+,,human,false,RGS5,explicit,Fig.1d,The granular cell state 'CapEC RGS5+ INSR+' indicates that RGS5 and INSR are markers for this capillary endothelial cell subtype.
DOI_10.1038_s41467_026_69587_7,CapEC RGS5+ INSR+,,human,false,INSR,explicit,Fig.1d,The granular cell state 'CapEC RGS5+ INSR+' indicates that RGS5 and INSR are markers for this capillary endothelial cell subtype.
DOI_10.1038_s41467_026_69587_7,VenEC RGS5+ CCL14hi,,human,false,RGS5,explicit,Fig.1d,The granular cell state 'VenEC RGS5+ CCL14hi' indicates that RGS5 and CCL14 are markers for this venous endothelial cell subtype.
DOI_10.1038_s41467_026_69587_7,VenEC RGS5+ CCL14hi,,human,false,CCL14,explicit,Fig.1d,The granular cell state 'VenEC RGS5+ CCL14hi' indicates that RGS5 and CCL14 are markers for this venous endothelial cell subtype.
DOI_10.1038_s41467_026_69587_7,Melano S100A4+,,human,false,S100A4,explicit,Fig.1d,The granular cell state 'Melano S100A4+' indicates that S100A4 is a marker for this melanocyte subtype.
DOI_10.1038_s41467_026_69587_7,Melano IFI27hi,,human,false,IFI27,explicit,Fig.1d,The granular cell state 'Melano IFI27hi' indicates that IFI27 is a marker for this melanocyte subtype.
DOI_10.1038_s41467_026_69587_7,DC2 CD83+,,human,false,CD83,explicit,Fig.1d,The granular cell state 'DC2 CD83+' indicates that CD83 is a marker for this dendritic cell subtype.
DOI_10.1038_s41467_026_69587_7,DC MMP12+,,human,false,MMP12,explicit,Fig.1d,The granular cell state 'DC MMP12+' indicates that MMP12 is a marker for this dendritic cell subtype.
DOI_10.1038_s41467_026_69587_7,DC IL1B+,,human,false,IL1B,explicit,Fig.1d,The granular cell state 'DC IL1B+' indicates that IL1B is a marker for this dendritic cell subtype.
DOI_10.1038_s41467_026_69587_7,MΦ IL1B+,,human,false,IL1B,explicit,Fig.1d,The granular cell state 'MΦ IL1B+' indicates that IL1B is a marker for this macrophage subtype.
DOI_10.1038_s41467_026_69587_7,MΦ FNIP2hi,,human,false,FNIP2,explicit,Fig.1d,The granular cell state 'MΦ FNIP2hi' indicates that FNIP2 is a marker for this macrophage subtype.
DOI_10.1038_s41467_026_69587_7,MΦ EGR1+,,human,false,EGR1,explicit,Fig.1d,The granular cell state 'MΦ EGR1+' indicates that EGR1 is a marker for this macrophage subtype.
DOI_10.1038_s41467_026_69587_7,MΦ C1QAhi,,human,false,C1QA,explicit,Fig.1d,The granular cell state 'MΦ C1QAhi' indicates that C1QA is a marker for this macrophage subtype.
DOI_10.1038_s41467_026_69587_7,MΦ STAB1hi,,human,false,STAB1,explicit,Fig.1d,The granular cell state 'MΦ STAB1hi' indicates that STAB1 is a marker for this macrophage subtype.
DOI_10.1038_s41467_026_69587_7,MΦ SPP1+,,human,false,SPP1,explicit,Fig.1d,The granular cell state 'MΦ SPP1+' indicates that SPP1 is a marker for this macrophage subtype.
DOI_10.1038_s41467_026_69587_7,Mast CDC42EP3hi,,human,false,CDC42EP3,explicit,Fig.1d,The granular cell state 'Mast CDC42EP3hi' indicates that CDC42EP3 is a marker for this mast cell subtype.
DOI_10.1038_s41467_026_69587_7,Mast CD69hi,,human,false,CD69,explicit,Fig.1d,The granular cell state 'Mast CD69hi' indicates that CD69 is a marker for this mast cell subtype.
DOI_10.1038_s41467_026_69587_7,Mast CD63hi,,human,false,CD63,explicit,Fig.1d,The granular cell state 'Mast CD63hi' indicates that CD63 is a marker for this mast cell subtype.
DOI_10.1038_s41467_026_69587_7,CD8+ CTL IFNGhi,,human,false,IFNG,explicit,Fig.1d,The granular cell state 'CD8+ CTL IFNGhi' indicates that IFNG is a marker for this CD8+ T cell subtype.
DOI_10.1038_s41467_026_69587_7,T CREMhi,,human,false,CREM,explicit,Fig.1d,The granular cell state 'T CREMhi' indicates that CREM is a marker for this T cell subtype.
DOI_10.1038_s41467_026_69587_7,T FOShi,,human,false,FOS,explicit,Fig.1d,The granular cell state 'T FOShi' indicates that FOS is a marker for this T cell subtype.
DOI_10.1038_s41467_026_69587_7,T FOShi cycling,,human,false,FOS,explicit,Fig.1d,The granular cell state 'T FOShi cycling' indicates that FOS is a marker for this cycling T cell subtype.
DOI_10.1038_s41467_026_69587_7,C1QA-high macrophage (MΦ),,human,false,C1QA,explicit,"Fig.3a,b","Myeloid cells from healthy and AD skin spanned a continuum of cell states, which we broadly partitioned into multiple C1QA-high macrophage (MΦ) subsets (C1QA, MS4A7, MAF, CCL18, CCL13)"
DOI_10.1038_s41467_026_69587_7,C1QA-high macrophage (MΦ),,human,false,MS4A7,explicit,"Fig.3a,b","Myeloid cells from healthy and AD skin spanned a continuum of cell states, which we broadly partitioned into multiple C1QA-high macrophage (MΦ) subsets (C1QA, MS4A7, MAF, CCL18, CCL13)"
DOI_10.1038_s41467_026_69587_7,C1QA-high macrophage (MΦ),,human,false,MAF,explicit,"Fig.3a,b","Myeloid cells from healthy and AD skin spanned a continuum of cell states, which we broadly partitioned into multiple C1QA-high macrophage (MΦ) subsets (C1QA, MS4A7, MAF, CCL18, CCL13)"
DOI_10.1038_s41467_026_69587_7,C1QA-high macrophage (MΦ),,human,false,CCL18,explicit,"Fig.3a,b","Myeloid cells from healthy and AD skin spanned a continuum of cell states, which we broadly partitioned into multiple C1QA-high macrophage (MΦ) subsets (C1QA, MS4A7, MAF, CCL18, CCL13)"
DOI_10.1038_s41467_026_69587_7,C1QA-high macrophage (MΦ),,human,false,CCL13,explicit,"Fig.3a,b","Myeloid cells from healthy and AD skin spanned a continuum of cell states, which we broadly partitioned into multiple C1QA-high macrophage (MΦ) subsets (C1QA, MS4A7, MAF, CCL18, CCL13)"
DOI_10.1038_s41467_026_69587_7,Inflammatory IL1B+ MΦ,,human,false,IL1B,explicit,"Fig.3a,b","inflammatory IL1B+ MΦ (IL1B, MMP9)"
DOI_10.1038_s41467_026_69587_7,Inflammatory IL1B+ MΦ,,human,false,MMP9,explicit,"Fig.3a,b","inflammatory IL1B+ MΦ (IL1B, MMP9)"
DOI_10.1038_s41467_026_69587_7,Lipid-associated SPP1+ MΦ,,human,false,SPP1,explicit,"Fig.3a,b","lipid-associated SPP1+ MΦ (SPP1, LPL)"
DOI_10.1038_s41467_026_69587_7,Lipid-associated SPP1+ MΦ,,human,false,LPL,explicit,"Fig.3a,b","lipid-associated SPP1+ MΦ (SPP1, LPL)"
DOI_10.1038_s41467_026_69587_7,Tissue-resident Langerhans dendritic cells (LDCs),,human,false,CD207,explicit,"Fig.3a,b","tissue-resident Langerhans dendritic cells (LDCs) (CD207/Langerin, FCGBP)"
DOI_10.1038_s41467_026_69587_7,Tissue-resident Langerhans dendritic cells (LDCs),,human,false,FCGBP,explicit,"Fig.3a,b","tissue-resident Langerhans dendritic cells (LDCs) (CD207/Langerin, FCGBP)"
DOI_10.1038_s41467_026_69587_7,DC1s,,human,false,CLEC9A,explicit,"Fig.3a,b","DC1s (CLEC9A, XCR1)"
DOI_10.1038_s41467_026_69587_7,DC1s,,human,false,XCR1,explicit,"Fig.3a,b","DC1s (CLEC9A, XCR1)"
DOI_10.1038_s41467_026_69587_7,DC2s,,human,false,CD1C,explicit,"Fig.3a,b","DC2s (CD1C, FCER1A)"
DOI_10.1038_s41467_026_69587_7,DC2s,,human,false,FCER1A,explicit,"Fig.3a,b","DC2s (CD1C, FCER1A)"
DOI_10.1038_s41467_026_69587_7,CD83+ DC2s,,human,false,CD83,implied,"Fig.3a,b","In trajectory 2, DC2s transitioned via a CLEC10Ahi FCER1Ahi CD83+ transition state (CD83+ DC2s)"
DOI_10.1038_s41467_026_69587_7,Inflammatory IL1B+ DCs (DC3s),,human,false,IL1B,explicit,"Fig.3a,b","inflammatory IL1B+ DCs (previously coined DC3s; IL1B, IL23A, CXCL8)"
DOI_10.1038_s41467_026_69587_7,Inflammatory IL1B+ DCs (DC3s),,human,false,IL23A,explicit,"Fig.3a,b","inflammatory IL1B+ DCs (previously coined DC3s; IL1B, IL23A, CXCL8)"
DOI_10.1038_s41467_026_69587_7,Inflammatory IL1B+ DCs (DC3s),,human,false,CXCL8,explicit,"Fig.3a,b","inflammatory IL1B+ DCs (previously coined DC3s; IL1B, IL23A, CXCL8)"
DOI_10.1038_s41467_026_69587_7,Mature migratory DCs (mmDCs),,human,false,LAMP3,explicit,"Fig.3a,b","mature migratory DCs (mmDCs) (LAMP3, CCR7)"
DOI_10.1038_s41467_026_69587_7,Mature migratory DCs (mmDCs),,human,false,CCR7,explicit,"Fig.3a,b","mature migratory DCs (mmDCs) (LAMP3, CCR7)"
DOI_10.1038_s41467_026_69587_7,Cycling DC1s and DC2s,,human,false,UBE2C,explicit,"Fig.3a,b","cycling DC1s and DC2s (UBE2C, MKI67)"
DOI_10.1038_s41467_026_69587_7,Cycling DC1s and DC2s,,human,false,MKI67,explicit,"Fig.3a,b","cycling DC1s and DC2s (UBE2C, MKI67)"
DOI_10.1038_s41467_026_69587_7,Neutrophils,,human,false,CXCL8,explicit,"Fig.3a,b","neutrophils (CXCL8, FCGR3B, S100P)"
DOI_10.1038_s41467_026_69587_7,Neutrophils,,human,false,FCGR3B,explicit,"Fig.3a,b","neutrophils (CXCL8, FCGR3B, S100P)"
DOI_10.1038_s41467_026_69587_7,Neutrophils,,human,false,S100P,explicit,"Fig.3a,b","neutrophils (CXCL8, FCGR3B, S100P)"
DOI_10.1038_s41467_026_69587_7,CD3D-negative NK cells,,human,false,KLRD1,explicit,"Fig.4a,b","CD3D-negative NK cells (KLRD1, KLRF1, GNLYhi)"
DOI_10.1038_s41467_026_69587_7,CD3D-negative NK cells,,human,false,KLRF1,explicit,"Fig.4a,b","CD3D-negative NK cells (KLRD1, KLRF1, GNLYhi)"
DOI_10.1038_s41467_026_69587_7,CD3D-negative NK cells,,human,false,GNLY,explicit,"Fig.4a,b","CD3D-negative NK cells (KLRD1, KLRF1, GNLYhi)"
DOI_10.1038_s41467_026_69587_7,ILCs,,human,false,KIT,explicit,"Fig.4a,b","ILCs (KIT, MB, SPINK2)"
DOI_10.1038_s41467_026_69587_7,ILCs,,human,false,MB,explicit,"Fig.4a,b","ILCs (KIT, MB, SPINK2)"
DOI_10.1038_s41467_026_69587_7,ILCs,,human,false,SPINK2,explicit,"Fig.4a,b","ILCs (KIT, MB, SPINK2)"
DOI_10.1038_s41467_026_69587_7,γδT cells,,human,false,TRGC2,explicit,"Fig.4a,b","γδT cells (TRGC2, FXYD2, ZNF683/HOBIT)"
DOI_10.1038_s41467_026_69587_7,γδT cells,,human,false,FXYD2,explicit,"Fig.4a,b","γδT cells (TRGC2, FXYD2, ZNF683/HOBIT)"
DOI_10.1038_s41467_026_69587_7,γδT cells,,human,false,ZNF683,explicit,"Fig.4a,b","γδT cells (TRGC2, FXYD2, ZNF683/HOBIT)"
DOI_10.1038_s41467_026_69587_7,CD8A+ cytotoxic T cells,,human,false,CD8A,explicit,"Fig.4a,b","CD8A+ cytotoxic T cells (CD8A, CCL5, GZMK)"
DOI_10.1038_s41467_026_69587_7,CD8A+ cytotoxic T cells,,human,false,CCL5,explicit,"Fig.4a,b","CD8A+ cytotoxic T cells (CD8A, CCL5, GZMK)"
DOI_10.1038_s41467_026_69587_7,CD8A+ cytotoxic T cells,,human,false,GZMK,explicit,"Fig.4a,b","CD8A+ cytotoxic T cells (CD8A, CCL5, GZMK)"
DOI_10.1038_s41467_026_69587_7,CD4+ regulatory T cells (Tregs),,human,false,CTLA4,explicit,"Fig.4a,b","CD4+ regulatory T cells (Tregs) (CTLA4, TIGIT, FOXP3, CCR8)"
DOI_10.1038_s41467_026_69587_7,CD4+ regulatory T cells (Tregs),,human,false,TIGIT,explicit,"Fig.4a,b","CD4+ regulatory T cells (Tregs) (CTLA4, TIGIT, FOXP3, CCR8)"
DOI_10.1038_s41467_026_69587_7,CD4+ regulatory T cells (Tregs),,human,false,FOXP3,explicit,"Fig.4a,b","CD4+ regulatory T cells (Tregs) (CTLA4, TIGIT, FOXP3, CCR8)"
DOI_10.1038_s41467_026_69587_7,CD4+ regulatory T cells (Tregs),,human,false,CCR8,explicit,"Fig.4a,b","CD4+ regulatory T cells (Tregs) (CTLA4, TIGIT, FOXP3, CCR8)"
DOI_10.1038_s41467_026_69587_7,CD40LG+ T cells,T CREMhi,human,false,CREM,explicit,"Fig.4a,b","T CREMhi (CREM, CXCR4)"
DOI_10.1038_s41467_026_69587_7,CD40LG+ T cells,T CREMhi,human,false,CXCR4,explicit,"Fig.4a,b","T CREMhi (CREM, CXCR4)"
DOI_10.1038_s41467_026_69587_7,CD40LG+ T cells,T FOShi,human,false,FOS,explicit,"Fig.4a,b","T FOShi (FOS, IL32)"
DOI_10.1038_s41467_026_69587_7,CD40LG+ T cells,T FOShi,human,false,IL32,explicit,"Fig.4a,b","T FOShi (FOS, IL32)"
DOI_10.1038_s41467_026_69587_7,Naive/memory B cells,,human,false,MS4A1,explicit,"Fig.4a,b","naive/memory B cells (MS4A1/CD20, CD79A, SELL/CD62L)"
DOI_10.1038_s41467_026_69587_7,Naive/memory B cells,,human,false,CD79A,explicit,"Fig.4a,b","naive/memory B cells (MS4A1/CD20, CD79A, SELL/CD62L)"
DOI_10.1038_s41467_026_69587_7,Naive/memory B cells,,human,false,SELL,explicit,"Fig.4a,b","naive/memory B cells (MS4A1/CD20, CD79A, SELL/CD62L)"
DOI_10.1038_s41467_026_69587_7,Plasmablasts,,human,false,FKBP4,explicit,"Fig.4a,b","plasmablasts (FKBP4, IRF8)"
DOI_10.1038_s41467_026_69587_7,Plasmablasts,,human,false,IRF8,explicit,"Fig.4a,b","plasmablasts (FKBP4, IRF8)"
DOI_10.1038_s41467_026_69587_7,Plasma cells,IgA or IgG-expressing,human,false,JCHAIN,explicit,"Fig.4a,b","IgA or IgG-expressing plasma cells (JCHAIN, MZB1, TNFRSF17)"
DOI_10.1038_s41467_026_69587_7,Plasma cells,IgA or IgG-expressing,human,false,MZB1,explicit,"Fig.4a,b","IgA or IgG-expressing plasma cells (JCHAIN, MZB1, TNFRSF17)"
DOI_10.1038_s41467_026_69587_7,Plasma cells,IgA or IgG-expressing,human,false,TNFRSF17,explicit,"Fig.4a,b","IgA or IgG-expressing plasma cells (JCHAIN, MZB1, TNFRSF17)"
DOI_10.1038_s41467_026_69587_7,mmDC,,human,false,CCL17,implied,Fig. 3h-k,A CCL22hi CCL17hi CCL19lo IDO1lo state enriched in mmDC from AD skin.
DOI_10.1038_s41467_026_69587_7,mmDC,,human,false,CCL22,implied,Fig. 3h-k,A CCL22hi CCL17hi CCL19lo IDO1lo state enriched in mmDC from AD skin.
DOI_10.1038_s41467_026_69587_7,Treg,,human,false,TNFRSF9,implied,Fig. 4i,"Tregs in lesional skin expressed higher levels of TNFRSF9 (4-1BB), TNFRSF4 (OX40), TNFRSF18 (GITR), and T cell activation markers (CD69, HLA-DPA1)."
DOI_10.1038_s41467_026_69587_7,Treg,,human,false,TNFRSF4,implied,Fig. 4i,"Tregs in lesional skin expressed higher levels of TNFRSF9 (4-1BB), TNFRSF4 (OX40), TNFRSF18 (GITR), and T cell activation markers (CD69, HLA-DPA1)."
DOI_10.1038_s41467_026_69587_7,Treg,,human,false,TNFRSF18,implied,Fig. 4i,"Tregs in lesional skin expressed higher levels of TNFRSF9 (4-1BB), TNFRSF4 (OX40), TNFRSF18 (GITR), and T cell activation markers (CD69, HLA-DPA1)."
DOI_10.1038_s41467_026_69587_7,Treg,,human,false,CD69,implied,Fig. 4i,"Tregs in lesional skin expressed higher levels of TNFRSF9 (4-1BB), TNFRSF4 (OX40), TNFRSF18 (GITR), and T cell activation markers (CD69, HLA-DPA1)."
DOI_10.1038_s41467_026_69587_7,Treg,,human,false,HLA-DPA1,implied,Fig. 4i,"Tregs in lesional skin expressed higher levels of TNFRSF9 (4-1BB), TNFRSF4 (OX40), TNFRSF18 (GITR), and T cell activation markers (CD69, HLA-DPA1)."
DOI_10.1038_s41467_026_69587_7,ILC cycling,,human,false,GZMB,implied,Fig. 4h,"Cycling ILCs in lesional skin expressed cytotoxic genes (GZMB, KLRC1, PRF1), CCL1, and key inflammatory mediators CSF2/GM-CSF, the OX40 ligand TNFSF4, and the cytotoxicity and tissue-residency TF ZNF683/HOBIT."
DOI_10.1038_s41467_026_69587_7,ILC cycling,,human,false,KLRC1,implied,Fig. 4h,"Cycling ILCs in lesional skin expressed cytotoxic genes (GZMB, KLRC1, PRF1), CCL1, and key inflammatory mediators CSF2/GM-CSF, the OX40 ligand TNFSF4, and the cytotoxicity and tissue-residency TF ZNF683/HOBIT."
DOI_10.1038_s41467_026_69587_7,ILC cycling,,human,false,PRF1,implied,Fig. 4h,"Cycling ILCs in lesional skin expressed cytotoxic genes (GZMB, KLRC1, PRF1), CCL1, and key inflammatory mediators CSF2/GM-CSF, the OX40 ligand TNFSF4, and the cytotoxicity and tissue-residency TF ZNF683/HOBIT."
DOI_10.1038_s41467_026_69587_7,ILC cycling,,human,false,CCL1,implied,Fig. 4h,"Cycling ILCs in lesional skin expressed cytotoxic genes (GZMB, KLRC1, PRF1), CCL1, and key inflammatory mediators CSF2/GM-CSF, the OX40 ligand TNFSF4, and the cytotoxicity and tissue-residency TF ZNF683/HOBIT."
DOI_10.1038_s41467_026_69587_7,ILC cycling,,human,false,CSF2,implied,Fig. 4h,"Cycling ILCs in lesional skin expressed cytotoxic genes (GZMB, KLRC1, PRF1), CCL1, and key inflammatory mediators CSF2/GM-CSF, the OX40 ligand TNFSF4, and the cytotoxicity and tissue-residency TF ZNF683/HOBIT."
DOI_10.1038_s41467_026_69587_7,ILC cycling,,human,false,TNFSF4,implied,Fig. 4h,"Cycling ILCs in lesional skin expressed cytotoxic genes (GZMB, KLRC1, PRF1), CCL1, and key inflammatory mediators CSF2/GM-CSF, the OX40 ligand TNFSF4, and the cytotoxicity and tissue-residency TF ZNF683/HOBIT."
DOI_10.1038_s41467_026_69587_7,ILC cycling,,human,false,ZNF683,implied,Fig. 4h,"Cycling ILCs in lesional skin expressed cytotoxic genes (GZMB, KLRC1, PRF1), CCL1, and key inflammatory mediators CSF2/GM-CSF, the OX40 ligand TNFSF4, and the cytotoxicity and tissue-residency TF ZNF683/HOBIT."
DOI_10.1038_s41467_026_69587_7,CCL19+IL4I1+ fibroblasts,,human,false,CCL19,explicit,"Fig. 5d,e","CCL19+IL4I1+ fibroblasts (IL32, TNC, VCAM1) expressing high levels of MHC-I and II presentation genes."
DOI_10.1038_s41467_026_69587_7,CCL19+IL4I1+ fibroblasts,,human,false,IL4I1,explicit,"Fig. 5d,e","CCL19+IL4I1+ fibroblasts (IL32, TNC, VCAM1) expressing high levels of MHC-I and II presentation genes."
DOI_10.1038_s41467_026_69587_7,CCL19+IL4I1+ fibroblasts,,human,false,IL32,explicit,"Fig. 5d,e","CCL19+IL4I1+ fibroblasts (IL32, TNC, VCAM1) expressing high levels of MHC-I and II presentation genes."
DOI_10.1038_s41467_026_69587_7,CCL19+IL4I1+ fibroblasts,,human,false,TNC,explicit,"Fig. 5d,e","CCL19+IL4I1+ fibroblasts (IL32, TNC, VCAM1) expressing high levels of MHC-I and II presentation genes."
DOI_10.1038_s41467_026_69587_7,CCL19+IL4I1+ fibroblasts,,human,false,VCAM1,explicit,"Fig. 5d,e","CCL19+IL4I1+ fibroblasts (IL32, TNC, VCAM1) expressing high levels of MHC-I and II presentation genes."
DOI_10.1038_s41467_026_69587_7,CCL19+APOE+ fibroblasts,,human,false,CCL19,explicit,"Fig. 5d,e","CCL19+APOE+ fibroblasts (RBP5, TNFRSF13B, CXCL1)"
DOI_10.1038_s41467_026_69587_7,CCL19+APOE+ fibroblasts,,human,false,APOE,explicit,"Fig. 5d,e","CCL19+APOE+ fibroblasts (RBP5, TNFRSF13B, CXCL1)"
DOI_10.1038_s41467_026_69587_7,CCL19+APOE+ fibroblasts,,human,false,RBP5,explicit,"Fig. 5d,e","CCL19+APOE+ fibroblasts (RBP5, TNFRSF13B, CXCL1)"
DOI_10.1038_s41467_026_69587_7,CCL19+APOE+ fibroblasts,,human,false,TNFRSF13B,explicit,"Fig. 5d,e","CCL19+APOE+ fibroblasts (RBP5, TNFRSF13B, CXCL1)"
DOI_10.1038_s41467_026_69587_7,CCL19+APOE+ fibroblasts,,human,false,CXCL1,explicit,"Fig. 5d,e","CCL19+APOE+ fibroblasts (RBP5, TNFRSF13B, CXCL1)"
DOI_10.1038_s41467_026_69587_7,CDH19+ cells,,human,false,CDH19,explicit,"Fig. 5d,e","CDH19+ cells (SCN7A, ANGPTL7, EBF2) and NGFR+ cells (ITGA6, TNNC1, WNT6)"
DOI_10.1038_s41467_026_69587_7,CDH19+ cells,,human,false,SCN7A,explicit,"Fig. 5d,e","CDH19+ cells (SCN7A, ANGPTL7, EBF2) and NGFR+ cells (ITGA6, TNNC1, WNT6)"
DOI_10.1038_s41467_026_69587_7,CDH19+ cells,,human,false,ANGPTL7,explicit,"Fig. 5d,e","CDH19+ cells (SCN7A, ANGPTL7, EBF2) and NGFR+ cells (ITGA6, TNNC1, WNT6)"
DOI_10.1038_s41467_026_69587_7,CDH19+ cells,,human,false,EBF2,explicit,"Fig. 5d,e","CDH19+ cells (SCN7A, ANGPTL7, EBF2) and NGFR+ cells (ITGA6, TNNC1, WNT6)"
DOI_10.1038_s41467_026_69587_7,NGFR+ cells,,human,false,NGFR,explicit,"Fig. 5d,e","CDH19+ cells (SCN7A, ANGPTL7, EBF2) and NGFR+ cells (ITGA6, TNNC1, WNT6)"
DOI_10.1038_s41467_026_69587_7,NGFR+ cells,,human,false,ITGA6,explicit,"Fig. 5d,e","CDH19+ cells (SCN7A, ANGPTL7, EBF2) and NGFR+ cells (ITGA6, TNNC1, WNT6)"
DOI_10.1038_s41467_026_69587_7,NGFR+ cells,,human,false,TNNC1,explicit,"Fig. 5d,e","CDH19+ cells (SCN7A, ANGPTL7, EBF2) and NGFR+ cells (ITGA6, TNNC1, WNT6)"
DOI_10.1038_s41467_026_69587_7,NGFR+ cells,,human,false,WNT6,explicit,"Fig. 5d,e","CDH19+ cells (SCN7A, ANGPTL7, EBF2) and NGFR+ cells (ITGA6, TNNC1, WNT6)"
DOI_10.1038_s41467_026_69587_7,GDF10+ INSR+ CapEC,,human,false,GDF10,explicit,Fig. 5g,higher fractions of GDF10+ INSR+ CapEC
DOI_10.1038_s41467_026_69587_7,GDF10+ INSR+ CapEC,,human,false,INSR,explicit,Fig. 5g,higher fractions of GDF10+ INSR+ CapEC
DOI_10.1038_s41467_026_69587_7,ICAM2hi ArtEC,,human,false,ICAM2,explicit,Fig. 5g,ICAM2hi ArtEC
DOI_10.1038_s41467_026_69587_7,EDNRBhi CapECs,,human,false,EDNRB,explicit,Fig. 5g,EDNRBhi CapECs
DOI_10.1038_s41467_026_69587_7,RERGL+ and DES+ smooth muscle cells,,human,false,RERGL,explicit,"Fig. 5d,e",including CDH19+ and NGFR+ cells and RERGL+ and DES+ smooth muscle cells.
DOI_10.1038_s41467_026_69587_7,RERGL+ and DES+ smooth muscle cells,,human,false,DES,explicit,"Fig. 5d,e",including CDH19+ and NGFR+ cells and RERGL+ and DES+ smooth muscle cells.
DOI_10.1038_s41467_026_69587_7,THY1+ skin stromal cells,,human,false,THY1,explicit,Results p.8,In addition to recently-reported THY1+ skin stromal cells
DOI_10.1038_s41467_026_69587_7,IL13+/IL22+/IL26+ T cells,,human,false,IL13,explicit,Fig.4m,"Mean expression (min-max scaled log(TP10K + 1), dot color) and percent of cells expressing IFNG, IL13, IL22, IL26 across lymphocyte cell subsets."
DOI_10.1038_s41467_026_69587_7,IL13+/IL22+/IL26+ T cells,,human,false,IL22,explicit,Fig.4m,"Mean expression (min-max scaled log(TP10K + 1), dot color) and percent of cells expressing IFNG, IL13, IL22, IL26 across lymphocyte cell subsets."
DOI_10.1038_s41467_026_69587_7,IL13+/IL22+/IL26+ T cells,,human,false,IL26,explicit,Fig.4m,"Mean expression (min-max scaled log(TP10K + 1), dot color) and percent of cells expressing IFNG, IL13, IL22, IL26 across lymphocyte cell subsets."
DOI_10.1038_s41467_026_69587_7,CREMhi T cells,,human,false,CREM,explicit,Results p.10,with multiple T cell subsets including IL13+/IL22+/IL26+ T cells and CREMhi T and DCs via CCL20-CCR6
DOI_10.1038_s41467_026_69587_7,IL1B+ DCs,,human,false,IL1B,explicit,Results p.10,IL1B+ DCs had multiple putative interactions with neutrophils via CXCL1/2/3/8-CXCR1/2 and with multiple T cell subsets
DOI_10.1038_s41467_026_69587_7,MMP12+ DC,,human,false,MMP12,explicit,Results p.10,"e.g., mmDCs, MMP12+ DC via CCL20-CCR6"
DOI_10.1038_s41467_026_69587_7,SPP1+ macrophages,,human,false,SPP1,explicit,Results p.10,"SPP1+ macrophages, IL13+/IL22+/IL26+ T cells, and NK cells as shared components"
DOI_10.1038_s41467_026_69587_7,Vascular endothelial cells,,human,false,HEY1,implied,Fig.5b,"z-scored expression of vessel marker genes (b, right) colored by blood vessel type"
DOI_10.1038_s41467_026_69587_7,Vascular endothelial cells,,human,false,RGCC,implied,Fig.5b,"z-scored expression of vessel marker genes (b, right) colored by blood vessel type"
DOI_10.1038_s41467_026_69587_7,Vascular endothelial cells,,human,false,ACKR1,implied,Fig.5b,"z-scored expression of vessel marker genes (b, right) colored by blood vessel type"
DOI_10.1038_s41467_026_69587_7,CapEC FABP4+,,human,false,FABP4,explicit,Fig.5c,Vascular endothelial cell subsets labelled CapEC FABP4+ in marker gene dot plot
DOI_10.1038_s41467_026_69587_7,CapEC INSR+,,human,false,INSR,explicit,Fig.5c,Vascular endothelial cell subsets labelled CapEC INSR+ in marker gene dot plot
DOI_10.1038_s41467_026_69587_7,FB CCL19+ IL4I1+,,human,false,CCL19,explicit,Fig.5d-f,CCL19+ IL4I1+ fibroblasts preferential express antigen presentation genes; subset name includes CCL19
DOI_10.1038_s41467_026_69587_7,FB CCL19+ IL4I1+,,human,false,IL4I1,explicit,Fig.5d-f,CCL19+ IL4I1+ fibroblasts preferential express antigen presentation genes; subset name includes IL4I1
DOI_10.1038_s41467_026_69587_7,Schwann NRXN1hi,,human,true,NRXN1,implied,Fig. 6a (figure legend),"In the Fig. 6a legend, cell subsets include 'Schwann NRXN1hi'."
DOI_10.1038_s41467_026_69587_7,Schwann MBP+,,human,true,MBP,implied,Fig. 6a (figure legend),"In the Fig. 6a legend, cell subsets include 'Schwann MBP+'."
DOI_10.1038_s41467_026_69587_7,Schwann DCN+,,human,true,DCN,implied,Fig. 6a (figure legend),"In the Fig. 6a legend, cell subsets include 'Schwann DCN+'."
DOI_10.1038_s41467_026_69587_7,T cell cluster,,human,false,CD3D,explicit,Methods: Preprocessing and analysis of joint single cell (5′RNA + TCR)-seq,"Graph-based Leiden clustering was run with resolution = 1.0 parameter on the k-NN graph built with k = 15 on 50 PCs to annotate the T cell cluster, which showed high CD3D and CD3E expression."
