cell_type,subtype,species,is_pns_cell,gene_symbol,evidence_level,source_section,source_context,review_status,notes
Schwann cells,myelinating Schwann cells,mouse,true,Mbp,explicit,Marker Genes for the Identification of Cell Clusters,"Mbp, Mpz, Mag, and Egr2 for myelinating Schwann cells.",pending,
Schwann cells,myelinating Schwann cells,mouse,true,Mpz,explicit,Marker Genes for the Identification of Cell Clusters,"Mbp, Mpz, Mag, and Egr2 for myelinating Schwann cells.",pending,
Schwann cells,,mouse,true,Plp1,explicit,Marker Genes for the Identification of Cell Clusters,"Sox10, Plp1, and S100b for Schwann cells.",pending,
Schwann cells,,mouse,true,S100b,explicit,Marker Genes for the Identification of Cell Clusters,"Sox10, Plp1, and S100b for Schwann cells.",pending,
Schwann cells,,mouse,true,Sox10,explicit,Marker Genes for the Identification of Cell Clusters,"Sox10, Plp1, and S100b for Schwann cells.",pending,
T cells,,mouse,false,Cd3e,explicit,Marker Genes for the Identification of Cell Clusters,"Cd3g, Cxcr6, Trac, and Cd3e for T cells.",pending,
T cells,,mouse,false,Cd3g,explicit,Marker Genes for the Identification of Cell Clusters,"Cd3g, Cxcr6, Trac, and Cd3e for T cells.",pending,
T cells,,mouse,false,Cxcr6,explicit,Marker Genes for the Identification of Cell Clusters,"Cd3g, Cxcr6, Trac, and Cd3e for T cells.",pending,
T cells,,mouse,false,Trac,explicit,Marker Genes for the Identification of Cell Clusters,"Cd3g, Cxcr6, Trac, and Cd3e for T cells.",pending,
endothelial cells,,mouse,false,Cd31,explicit,Marker Genes for the Identification of Cell Clusters,"Egﬂ7, Ecscr, Pecam1/Cd31, Tie1, Emcn, Cdh5, and Esam for endothelial cells.",pending,
endothelial cells,,mouse,false,Cdh5,explicit,Marker Genes for the Identification of Cell Clusters,"Egﬂ7, Ecscr, Pecam1/Cd31, Tie1, Emcn, Cdh5, and Esam for endothelial cells.",pending,
endothelial cells,,mouse,false,Ecscr,explicit,Marker Genes for the Identification of Cell Clusters,"Egﬂ7, Ecscr, Pecam1/Cd31, Tie1, Emcn, Cdh5, and Esam for endothelial cells.",pending,
endothelial cells,,mouse,false,Egﬂ7,explicit,Marker Genes for the Identification of Cell Clusters,"Egﬂ7, Ecscr, Pecam1/Cd31, Tie1, Emcn, Cdh5, and Esam for endothelial cells.",pending,
endothelial cells,,mouse,false,Emcn,explicit,Marker Genes for the Identification of Cell Clusters,"Egﬂ7, Ecscr, Pecam1/Cd31, Tie1, Emcn, Cdh5, and Esam for endothelial cells.",pending,
endothelial cells,,mouse,false,Esam,explicit,Marker Genes for the Identification of Cell Clusters,"Egﬂ7, Ecscr, Pecam1/Cd31, Tie1, Emcn, Cdh5, and Esam for endothelial cells.",pending,
endothelial cells,lymphatic endothelial cells,mouse,false,Flt4,explicit,Marker Genes for the Identification of Cell Clusters,"Lyve1, Mmrn1, Flt4, and Prox1 for lymphatic endothelial cells.",pending,
endothelial cells,endoneurial endothelial cells,mouse,false,Icam1,explicit,Marker Genes for the Identification of Cell Clusters,Lrg1 and Icam1 for endoneurial endothelial cells.,pending,
endothelial cells,endoneurial endothelial cells,mouse,false,Lrg1,explicit,Marker Genes for the Identification of Cell Clusters,Lrg1 and Icam1 for endoneurial endothelial cells.,pending,
endothelial cells,lymphatic endothelial cells,mouse,false,Lyve1,explicit,Marker Genes for the Identification of Cell Clusters,"Lyve1, Mmrn1, Flt4, and Prox1 for lymphatic endothelial cells.",pending,
endothelial cells,lymphatic endothelial cells,mouse,false,Mmrn1,explicit,Marker Genes for the Identification of Cell Clusters,"Lyve1, Mmrn1, Flt4, and Prox1 for lymphatic endothelial cells.",pending,
endothelial cells,,mouse,false,Pecam1,explicit,Marker Genes for the Identification of Cell Clusters,"Egﬂ7, Ecscr, Pecam1/Cd31, Tie1, Emcn, Cdh5, and Esam for endothelial cells.",pending,
endothelial cells,lymphatic endothelial cells,mouse,false,Prox1,explicit,Marker Genes for the Identification of Cell Clusters,"Lyve1, Mmrn1, Flt4, and Prox1 for lymphatic endothelial cells.",pending,
endothelial cells,epineurial endothelial cells,mouse,false,Rgcc,explicit,Marker Genes for the Identification of Cell Clusters,"Sox17, Spock2, and Rgcc for epineurial endothelial cells,",pending,
endothelial cells,epineurial endothelial cells,mouse,false,Sox17,explicit,Marker Genes for the Identification of Cell Clusters,"Sox17, Spock2, and Rgcc for epineurial endothelial cells,",pending,
endothelial cells,epineurial endothelial cells,mouse,false,Spock2,explicit,Marker Genes for the Identification of Cell Clusters,"Sox17, Spock2, and Rgcc for epineurial endothelial cells,",pending,
endothelial cells,,mouse,false,Tie1,explicit,Marker Genes for the Identification of Cell Clusters,"Egﬂ7, Ecscr, Pecam1/Cd31, Tie1, Emcn, Cdh5, and Esam for endothelial cells.",pending,
endothelial cells (ECs),,mouse,False,Cd31,explicit,Results p.19,"Classic gene markers used in scRNA-seq data analysis to identify ECs include Pecam1/Cd31, Tie1, and Emcn",pending,
endothelial cells (ECs),,mouse,False,Cdh5,explicit,Results p.19,"Our investigation revealed that Cdh5, another common marker gene for ECs, could label all four EC clusters",pending,
endothelial cells (ECs),,mouse,False,Ecscr,explicit,Results p.19,Further analysis indicates that Egfl7 and Ecscr are the better marker genes to identify all types of ECs in mouse sciatic nerve for scRNA-seq data analysis,pending,
endothelial cells (ECs),,mouse,False,Egfl7,explicit,Results p.19,Further analysis indicates that Egfl7 and Ecscr are the better marker genes to identify all types of ECs in mouse sciatic nerve for scRNA-seq data analysis,pending,
endothelial cells (ECs),,mouse,False,Emcn,explicit,Results p.19,"Classic gene markers used in scRNA-seq data analysis to identify ECs include Pecam1/Cd31, Tie1, and Emcn",pending,
endothelial cells (ECs),lymphatic ECs,mouse,False,Flt4,explicit,Results p.19,"Other scRNA-seq data analysis have shown that lymphatic ECs have distinct gene expression profiles including the expression of Lyve1, Mmrn1, Prox1, and Flt4. Therefore, we used these marker genes to identify the cluster containing lymphatic ECs.",pending,
endothelial cells (ECs),lymphatic ECs,mouse,False,Lyve1,explicit,Results p.19,"Recently, Wolbert et al. also identified lymphatic ECs in the intact nerves in their scRNA-seq data analysis using lymphatic EC marker genes Lyve1 and Prox1",pending,
endothelial cells (ECs),lymphatic ECs,mouse,False,Mmrn1,explicit,Results p.19,"Other scRNA-seq data analysis have shown that lymphatic ECs have distinct gene expression profiles including the expression of Lyve1, Mmrn1, Prox1, and Flt4. Therefore, we used these marker genes to identify the cluster containing lymphatic ECs.",pending,
endothelial cells (ECs),,mouse,False,Pecam1,explicit,Results p.19,"Classic gene markers used in scRNA-seq data analysis to identify ECs include Pecam1/Cd31, Tie1, and Emcn",pending,
endothelial cells (ECs),lymphatic ECs,mouse,False,Prox1,explicit,Results p.19,"Recently, Wolbert et al. also identified lymphatic ECs in the intact nerves in their scRNA-seq data analysis using lymphatic EC marker genes Lyve1 and Prox1",pending,
endothelial cells (ECs),,mouse,False,Tie1,explicit,Results p.19,"Classic gene markers used in scRNA-seq data analysis to identify ECs include Pecam1/Cd31, Tie1, and Emcn",pending,
fibroblasts,endoneurial fibroblasts,mouse,false,Abca9,explicit,Marker Genes for the Identification of Cell Clusters,"Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 for endoneurial fibroblasts.",pending,
fibroblasts,epineurial fibroblasts,mouse,false,Adamts5,explicit,Marker Genes for the Identification of Cell Clusters,"Sfrp2, Dpt, Pcolce2, Adamts5, Pi16, Sfrp4, Prrx1, Comp, and Ly6c1 for epineurial fibroblasts.",pending,
fibroblasts,endoneurial fibroblasts,mouse,false,Cdkn2a,explicit,Marker Genes for the Identification of Cell Clusters,"Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 for endoneurial fibroblasts.",pending,
fibroblasts,endoneurial fibroblasts,mouse,false,Cdkn2b,explicit,Marker Genes for the Identification of Cell Clusters,"Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 for endoneurial fibroblasts.",pending,
fibroblasts,differentiating fibroblasts,mouse,false,Cilp,explicit,Marker Genes for the Identification of Cell Clusters,"Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn for differentiating fibroblasts.",pending,
fibroblasts,epineurial fibroblasts,mouse,false,Comp,explicit,Marker Genes for the Identification of Cell Clusters,"Sfrp2, Dpt, Pcolce2, Adamts5, Pi16, Sfrp4, Prrx1, Comp, and Ly6c1 for epineurial fibroblasts.",pending,
fibroblasts,,mouse,false,Dcn,explicit,Marker Genes for the Identification of Cell Clusters,"Dcn, Mfap5, Serpinf1, and Gsn for fibroblasts.",pending,
fibroblasts,differentiating fibroblasts,mouse,false,Dlk1,explicit,Marker Genes for the Identification of Cell Clusters,"Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn for differentiating fibroblasts.",pending,
fibroblasts,epineurial fibroblasts,mouse,false,Dpt,explicit,Marker Genes for the Identification of Cell Clusters,"Sfrp2, Dpt, Pcolce2, Adamts5, Pi16, Sfrp4, Prrx1, Comp, and Ly6c1 for epineurial fibroblasts.",pending,
fibroblasts,,mouse,false,Gsn,explicit,Marker Genes for the Identification of Cell Clusters,"Dcn, Mfap5, Serpinf1, and Gsn for fibroblasts.",pending,
fibroblasts,epineurial fibroblasts,mouse,false,Ly6c1,explicit,Marker Genes for the Identification of Cell Clusters,"Sfrp2, Dpt, Pcolce2, Adamts5, Pi16, Sfrp4, Prrx1, Comp, and Ly6c1 for epineurial fibroblasts.",pending,
fibroblasts,differentiating fibroblasts,mouse,false,Mest,explicit,Marker Genes for the Identification of Cell Clusters,"Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn for differentiating fibroblasts.",pending,
fibroblasts,,mouse,false,Mfap5,explicit,Marker Genes for the Identification of Cell Clusters,"Dcn, Mfap5, Serpinf1, and Gsn for fibroblasts.",pending,
fibroblasts,endoneurial fibroblasts,mouse,false,Osr2,explicit,Marker Genes for the Identification of Cell Clusters,"Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 for endoneurial fibroblasts.",pending,
fibroblasts,epineurial fibroblasts,mouse,false,Pcolce2,explicit,Marker Genes for the Identification of Cell Clusters,"Sfrp2, Dpt, Pcolce2, Adamts5, Pi16, Sfrp4, Prrx1, Comp, and Ly6c1 for epineurial fibroblasts.",pending,
fibroblasts,epineurial fibroblasts,mouse,false,Pi16,explicit,Marker Genes for the Identification of Cell Clusters,"Sfrp2, Dpt, Pcolce2, Adamts5, Pi16, Sfrp4, Prrx1, Comp, and Ly6c1 for epineurial fibroblasts.",pending,
fibroblasts,differentiating fibroblasts,mouse,false,Plagl1,explicit,Marker Genes for the Identification of Cell Clusters,"Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn for differentiating fibroblasts.",pending,
fibroblasts,endoneurial fibroblasts,mouse,false,Plxdc1,explicit,Marker Genes for the Identification of Cell Clusters,"Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 for endoneurial fibroblasts.",pending,
fibroblasts,epineurial fibroblasts,mouse,false,Prrx1,explicit,Marker Genes for the Identification of Cell Clusters,"Sfrp2, Dpt, Pcolce2, Adamts5, Pi16, Sfrp4, Prrx1, Comp, and Ly6c1 for epineurial fibroblasts.",pending,
fibroblasts,differentiating fibroblasts,mouse,false,Ptn,explicit,Marker Genes for the Identification of Cell Clusters,"Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn for differentiating fibroblasts.",pending,
fibroblasts,,mouse,false,Serpinf1,explicit,Marker Genes for the Identification of Cell Clusters,"Dcn, Mfap5, Serpinf1, and Gsn for fibroblasts.",pending,
fibroblasts,epineurial fibroblasts,mouse,false,Sfrp2,explicit,Marker Genes for the Identification of Cell Clusters,"Sfrp2, Dpt, Pcolce2, Adamts5, Pi16, Sfrp4, Prrx1, Comp, and Ly6c1 for epineurial fibroblasts.",pending,
fibroblasts,epineurial fibroblasts,mouse,false,Sfrp4,explicit,Marker Genes for the Identification of Cell Clusters,"Sfrp2, Dpt, Pcolce2, Adamts5, Pi16, Sfrp4, Prrx1, Comp, and Ly6c1 for epineurial fibroblasts.",pending,
fibroblasts,endoneurial fibroblasts,mouse,false,Sox9,explicit,Marker Genes for the Identification of Cell Clusters,"Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 for endoneurial fibroblasts.",pending,
fibroblasts,differentiating fibroblasts,mouse,false,Tnc,explicit,Marker Genes for the Identification of Cell Clusters,"Dlk1, Mest, Cilp, Tnc, Plagl1, and Ptn for differentiating fibroblasts.",pending,
fibroblasts,endoneurial fibroblasts,mouse,false,Wif1,explicit,Marker Genes for the Identification of Cell Clusters,"Sox9, Osr2, Wif1, Abca9, Cdkn2a, Cdkn2b, and Plxdc1 for endoneurial fibroblasts.",pending,
immune cells,,mouse,false,CD45,explicit,Marker Genes for the Identification of Cell Clusters,Ptprc/CD45 and Cd52 as general marker for immune cells.,pending,
immune cells,,mouse,false,Cd52,explicit,Marker Genes for the Identification of Cell Clusters,Ptprc/CD45 and Cd52 as general marker for immune cells.,pending,
immune cells,,mouse,false,Ptprc,explicit,Marker Genes for the Identification of Cell Clusters,Ptprc/CD45 and Cd52 as general marker for immune cells.,pending,
macrophages,,mouse,false,Adgre1,explicit,Marker Genes for the Identification of Cell Clusters,"Aif1/Iba1, Cd68, Mrc1/Cd206, and Adgre1/F4/80 for macrophages.",pending,
macrophages,,mouse,false,Aif1,explicit,Marker Genes for the Identification of Cell Clusters,"Aif1/Iba1, Cd68, Mrc1/Cd206, and Adgre1/F4/80 for macrophages.",pending,
macrophages,,mouse,false,Cd206,explicit,Marker Genes for the Identification of Cell Clusters,"Aif1/Iba1, Cd68, Mrc1/Cd206, and Adgre1/F4/80 for macrophages.",pending,
macrophages,,mouse,false,Cd68,explicit,Marker Genes for the Identification of Cell Clusters,"Aif1/Iba1, Cd68, Mrc1/Cd206, and Adgre1/F4/80 for macrophages.",pending,
macrophages,epineurial macrophages,mouse,false,Clec10a,explicit,Marker Genes for the Identification of Cell Clusters,Retnla and Clec10a for epineurial macrophages.,pending,
macrophages,,mouse,false,F4/80,explicit,Marker Genes for the Identification of Cell Clusters,"Aif1/Iba1, Cd68, Mrc1/Cd206, and Adgre1/F4/80 for macrophages.",pending,
macrophages,,mouse,false,Iba1,explicit,Marker Genes for the Identification of Cell Clusters,"Aif1/Iba1, Cd68, Mrc1/Cd206, and Adgre1/F4/80 for macrophages.",pending,
macrophages,,mouse,false,Mrc1,explicit,Marker Genes for the Identification of Cell Clusters,"Aif1/Iba1, Cd68, Mrc1/Cd206, and Adgre1/F4/80 for macrophages.",pending,
macrophages,epineurial macrophages,mouse,false,Retnla,explicit,Marker Genes for the Identification of Cell Clusters,Retnla and Clec10a for epineurial macrophages.,pending,
mast cells,,mouse,false,Cma1,explicit,Marker Genes for the Identification of Cell Clusters,"Cma1, Mcpt4, Mcpt1, and Kit for mast cells.",pending,
mast cells,,mouse,false,Kit,explicit,Marker Genes for the Identification of Cell Clusters,"Cma1, Mcpt4, Mcpt1, and Kit for mast cells.",pending,
mast cells,,mouse,false,Mcpt1,explicit,Marker Genes for the Identification of Cell Clusters,"Cma1, Mcpt4, Mcpt1, and Kit for mast cells.",pending,
mast cells,,mouse,false,Mcpt4,explicit,Marker Genes for the Identification of Cell Clusters,"Cma1, Mcpt4, Mcpt1, and Kit for mast cells.",pending,
mesenchymal cells,,mouse,false,Cd34,explicit,Marker Genes for the Identification of Cell Clusters,"Pdgfra, Thy1, and Cd34 for mesenchymal cells.",pending,
mesenchymal cells,,mouse,false,Pdgfra,explicit,Marker Genes for the Identification of Cell Clusters,"Pdgfra, Thy1, and Cd34 for mesenchymal cells.",pending,
mesenchymal cells,,mouse,false,Thy1,explicit,Marker Genes for the Identification of Cell Clusters,"Pdgfra, Thy1, and Cd34 for mesenchymal cells.",pending,
monocytes,,mouse,false,Ccl6,explicit,Marker Genes for the Identification of Cell Clusters,"Ccl6, Fcgr3, Cx3cr1, Csf1r, Cd300a, and Clec4e for monocytes.",pending,
monocytes,,mouse,false,Cd300a,explicit,Marker Genes for the Identification of Cell Clusters,"Ccl6, Fcgr3, Cx3cr1, Csf1r, Cd300a, and Clec4e for monocytes.",pending,
monocytes,,mouse,false,Clec4e,explicit,Marker Genes for the Identification of Cell Clusters,"Ccl6, Fcgr3, Cx3cr1, Csf1r, Cd300a, and Clec4e for monocytes.",pending,
monocytes,,mouse,false,Csf1r,explicit,Marker Genes for the Identification of Cell Clusters,"Ccl6, Fcgr3, Cx3cr1, Csf1r, Cd300a, and Clec4e for monocytes.",pending,
monocytes,,mouse,false,Cx3cr1,explicit,Marker Genes for the Identification of Cell Clusters,"Ccl6, Fcgr3, Cx3cr1, Csf1r, Cd300a, and Clec4e for monocytes.",pending,
monocytes,,mouse,false,Fcgr3,explicit,Marker Genes for the Identification of Cell Clusters,"Ccl6, Fcgr3, Cx3cr1, Csf1r, Cd300a, and Clec4e for monocytes.",pending,
natural killer (NK) cells,,mouse,false,Klrk1,explicit,Marker Genes for the Identification of Cell Clusters,"Nkg7, Klrk1, and Ncr1 for natural killer (NK) cells.",pending,
natural killer (NK) cells,,mouse,false,Ncr1,explicit,Marker Genes for the Identification of Cell Clusters,"Nkg7, Klrk1, and Ncr1 for natural killer (NK) cells.",pending,
natural killer (NK) cells,,mouse,false,Nkg7,explicit,Marker Genes for the Identification of Cell Clusters,"Nkg7, Klrk1, and Ncr1 for natural killer (NK) cells.",pending,
neutrophils,,mouse,false,Cxcl2,explicit,Marker Genes for the Identification of Cell Clusters,"S100a8, S100a9, Cxcr2, and Cxcl2 for neutrophils.",pending,
neutrophils,,mouse,false,Cxcr2,explicit,Marker Genes for the Identification of Cell Clusters,"S100a8, S100a9, Cxcr2, and Cxcl2 for neutrophils.",pending,
neutrophils,,mouse,false,S100a8,explicit,Marker Genes for the Identification of Cell Clusters,"S100a8, S100a9, Cxcr2, and Cxcl2 for neutrophils.",pending,
neutrophils,,mouse,false,S100a9,explicit,Marker Genes for the Identification of Cell Clusters,"S100a8, S100a9, Cxcr2, and Cxcl2 for neutrophils.",pending,
pericytes,,mouse,false,Kcnj8,explicit,Marker Genes for the Identification of Cell Clusters,"Rgs5, Kcnj8, and Pdgfrb for pericytes.",pending,
pericytes,,mouse,false,Pdgfrb,explicit,Marker Genes for the Identification of Cell Clusters,"Rgs5, Kcnj8, and Pdgfrb for pericytes.",pending,
pericytes,,mouse,false,Rgs5,explicit,Marker Genes for the Identification of Cell Clusters,"Rgs5, Kcnj8, and Pdgfrb for pericytes.",pending,
perineurial cells,,mouse,false,Cldn1,explicit,Marker Genes for the Identification of Cell Clusters,"Cldn1/claudin-1, Lypd2, Ntn4, Msln, Ntng1, Slc2a1/Glut1, and Mpzl2 for perineurial cells.",pending,
perineurial cells,,mouse,false,Glut1,explicit,Marker Genes for the Identification of Cell Clusters,"Cldn1/claudin-1, Lypd2, Ntn4, Msln, Ntng1, Slc2a1/Glut1, and Mpzl2 for perineurial cells.",pending,
perineurial cells,,mouse,false,Lypd2,explicit,Marker Genes for the Identification of Cell Clusters,"Cldn1/claudin-1, Lypd2, Ntn4, Msln, Ntng1, Slc2a1/Glut1, and Mpzl2 for perineurial cells.",pending,
perineurial cells,,mouse,false,Mpzl2,explicit,Marker Genes for the Identification of Cell Clusters,"Cldn1/claudin-1, Lypd2, Ntn4, Msln, Ntng1, Slc2a1/Glut1, and Mpzl2 for perineurial cells.",pending,
perineurial cells,,mouse,false,Msln,explicit,Marker Genes for the Identification of Cell Clusters,"Cldn1/claudin-1, Lypd2, Ntn4, Msln, Ntng1, Slc2a1/Glut1, and Mpzl2 for perineurial cells.",pending,
perineurial cells,,mouse,false,Ntn4,explicit,Marker Genes for the Identification of Cell Clusters,"Cldn1/claudin-1, Lypd2, Ntn4, Msln, Ntng1, Slc2a1/Glut1, and Mpzl2 for perineurial cells.",pending,
perineurial cells,,mouse,false,Ntng1,explicit,Marker Genes for the Identification of Cell Clusters,"Cldn1/claudin-1, Lypd2, Ntn4, Msln, Ntng1, Slc2a1/Glut1, and Mpzl2 for perineurial cells.",pending,
perineurial cells,,mouse,false,Slc2a1,explicit,Marker Genes for the Identification of Cell Clusters,"Cldn1/claudin-1, Lypd2, Ntn4, Msln, Ntng1, Slc2a1/Glut1, and Mpzl2 for perineurial cells.",pending,
perineurial cells,,mouse,false,claudin-1,explicit,Marker Genes for the Identification of Cell Clusters,"Cldn1/claudin-1, Lypd2, Ntn4, Msln, Ntng1, Slc2a1/Glut1, and Mpzl2 for perineurial cells.",pending,
vascular smooth muscle (VSM) cells,,mouse,false,Acta2,explicit,Marker Genes for the Identification of Cell Clusters,"Des, Tpm2, Myh11, Acta2, Mylk, Myom1, and Myocd for vascular smooth muscle (VSM) cells.",pending,
vascular smooth muscle (VSM) cells,,mouse,false,Des,explicit,Marker Genes for the Identification of Cell Clusters,"Des, Tpm2, Myh11, Acta2, Mylk, Myom1, and Myocd for vascular smooth muscle (VSM) cells.",pending,
vascular smooth muscle (VSM) cells,,mouse,false,Myh11,explicit,Marker Genes for the Identification of Cell Clusters,"Des, Tpm2, Myh11, Acta2, Mylk, Myom1, and Myocd for vascular smooth muscle (VSM) cells.",pending,
vascular smooth muscle (VSM) cells,,mouse,false,Mylk,explicit,Marker Genes for the Identification of Cell Clusters,"Des, Tpm2, Myh11, Acta2, Mylk, Myom1, and Myocd for vascular smooth muscle (VSM) cells.",pending,
vascular smooth muscle (VSM) cells,,mouse,false,Myocd,explicit,Marker Genes for the Identification of Cell Clusters,"Des, Tpm2, Myh11, Acta2, Mylk, Myom1, and Myocd for vascular smooth muscle (VSM) cells.",pending,
vascular smooth muscle (VSM) cells,,mouse,false,Myom1,explicit,Marker Genes for the Identification of Cell Clusters,"Des, Tpm2, Myh11, Acta2, Mylk, Myom1, and Myocd for vascular smooth muscle (VSM) cells.",pending,
vascular smooth muscle (VSM) cells,,mouse,false,Tpm2,explicit,Marker Genes for the Identification of Cell Clusters,"Des, Tpm2, Myh11, Acta2, Mylk, Myom1, and Myocd for vascular smooth muscle (VSM) cells.",pending,
endoneurial fibroblasts,,mouse,false,Ngfr,implied,Discussion,endoneurial fibroblasts were named as nmSCs in Wolbert et al.'s analysis due to endoneurial fibroblasts expressing Ngfr,pending,
non-myelinating Schwann cells,nmSC,mouse,true,Apod,imported,Discussion,"Wolbert et al. (2020) suggested marker genes for endoneurial fibroblasts as marker genes for nmSC, for example Somc2 and Apod",pending,
non-myelinating Schwann cells,nmSC,mouse,true,Somc2,imported,Discussion,"Wolbert et al. (2020) suggested marker genes for endoneurial fibroblasts as marker genes for nmSC, for example Somc2 and Apod",pending,
